problem_id,title,difficulty,tags,text
prob-bank-166,Netflix Hash Map Collision Resolver 9,Easy,Hashing Netflix Adobe Company Wise,"Netflix Hash Map Collision Resolver 9 Hashing Netflix Adobe Company Wise Netflix placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-167,Adobe Binary Tree Path Auditor 9,Medium,Trees Adobe Infosys Company Wise,"Adobe Binary Tree Path Auditor 9 Trees Adobe Infosys Company Wise Adobe placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-168,Uber BST Range Inspector 9,Hard,Binary Search Trees Uber Deloitte Company Wise,"Uber BST Range Inspector 9 Binary Search Trees Uber Deloitte Company Wise Uber placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-169,Airbnb Priority Heap Ranker 9,Easy,Heaps Airbnb Swiggy Company Wise,"Airbnb Priority Heap Ranker 9 Heaps Airbnb Swiggy Company Wise Airbnb placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-170,Stripe Graph Route Planner 9,Medium,Graphs Stripe Microsoft Company Wise,"Stripe Graph Route Planner 9 Graphs Stripe Microsoft Company Wise Stripe placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-171,Salesforce Recursive State Explorer 9,Hard,Recursion Salesforce Stripe Company Wise,"Salesforce Recursive State Explorer 9 Recursion Salesforce Stripe Company Wise Salesforce placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-172,Oracle Backtracking Choice Builder 9,Easy,Backtracking Oracle Capgemini Company Wise,"Oracle Backtracking Choice Builder 9 Backtracking Oracle Capgemini Company Wise Oracle placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-173,TCS Greedy Placement Optimizer 9,Medium,Greedy Algorithms TCS Cisco Company Wise,"TCS Greedy Placement Optimizer 9 Greedy Algorithms TCS Cisco Company Wise TCS placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-174,Infosys DP Interview Grid 9,Hard,Dynamic Programming Infosys Razorpay Company Wise,"Infosys DP Interview Grid 9 Dynamic Programming Infosys Razorpay Company Wise Infosys placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-175,Wipro Trie Prefix Directory 9,Easy,Tries Wipro Netflix Company Wise,"Wipro Trie Prefix Directory 9 Tries Wipro Netflix Company Wise Wipro placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-176,Accenture Segment Tree Query Engine 9,Medium,Segment Trees Accenture TCS Company Wise,"Accenture Segment Tree Query Engine 9 Segment Trees Accenture TCS Company Wise Accenture placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-177,Capgemini Bitmask Eligibility Filter 9,Hard,Bit Manipulation Capgemini JP Morgan Company Wise,"Capgemini Bitmask Eligibility Filter 9 Bit Manipulation Capgemini JP Morgan Company Wise Capgemini placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-178,Cognizant Sliding Window Signal 9,Easy,Sliding Window Cognizant Flipkart Company Wise,"Cognizant Sliding Window Signal 9 Sliding Window Cognizant Flipkart Company Wise Cognizant placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-179,Goldman Sachs Two Pointer Interview Sweep 9,Medium,Two Pointers Goldman Sachs Google Company Wise,"Goldman Sachs Two Pointer Interview Sweep 9 Two Pointers Goldman Sachs Google Company Wise Goldman Sachs placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-180,JP Morgan System Constraint Challenge 9,Hard,Advanced Interview Problems JP Morgan Airbnb Company Wise,"JP Morgan System Constraint Challenge 9 Advanced Interview Problems JP Morgan Airbnb Company Wise JP Morgan placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-181,Deloitte Array Window Balancer 10,Easy,Arrays Deloitte Accenture Company Wise,"Deloitte Array Window Balancer 10 Arrays Deloitte Accenture Company Wise Deloitte placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-182,PayPal String Pattern Normalizer 10,Medium,Strings PayPal Atlassian Company Wise,"PayPal String Pattern Normalizer 10 Strings PayPal Atlassian Company Wise PayPal placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-183,Atlassian Linked List Pointer Repair 10,Hard,Linked Lists Atlassian PhonePe Company Wise,"Atlassian Linked List Pointer Repair 10 Linked Lists Atlassian PhonePe Company Wise Atlassian placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-184,Cisco Stack Sequence Validator 10,Easy,Stacks Cisco Apple Company Wise,"Cisco Stack Sequence Validator 10 Stacks Cisco Apple Company Wise Cisco placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-185,Intel Queue Throughput Scheduler 10,Medium,Queues Intel Oracle Company Wise,"Intel Queue Throughput Scheduler 10 Queues Intel Oracle Company Wise Intel placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-186,NVIDIA Hash Map Collision Resolver 10,Hard,Hashing NVIDIA Goldman Sachs Company Wise,"NVIDIA Hash Map Collision Resolver 10 Hashing NVIDIA Goldman Sachs Company Wise NVIDIA placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-187,Flipkart Binary Tree Path Auditor 10,Easy,Trees Flipkart NVIDIA Company Wise,"Flipkart Binary Tree Path Auditor 10 Trees Flipkart NVIDIA Company Wise Flipkart placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-188,Swiggy BST Range Inspector 10,Medium,Binary Search Trees Swiggy Amazon Company Wise,"Swiggy BST Range Inspector 10 Binary Search Trees Swiggy Amazon Company Wise Swiggy placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-189,Zomato Priority Heap Ranker 10,Hard,Heaps Zomato Uber Company Wise,"Zomato Priority Heap Ranker 10 Heaps Zomato Uber Company Wise Zomato placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-190,PhonePe Graph Route Planner 10,Easy,Graphs PhonePe Wipro Company Wise,"PhonePe Graph Route Planner 10 Graphs PhonePe Wipro Company Wise PhonePe placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Easy"
